,attachments,author_id,conversation_id,created_at,edit_history_tweet_ids,geo,id,in_reply_to_user_id,text,origen
10,"{'media_keys': ['3_1591066929758105600', '3_1591066929951043584']}",259545087,1591068729533685760,2022-11-11 14:02:00+00:00,['1591068729533685760'],,1591068729533685760,,"Moon Rises @designbyhumans by @BobyBerto https://t.co/sYDm6ASaZn
#lake #landscape #moon #mountain #nature #oilpaint #rise #rises #river #silhouette #night #summer #supermoon #water #moonrises #moonlight #tshirt https://t.co/xPDdlJB0Pg",River
11,"{'media_keys': ['3_1591068503779549189', '3_1591068509735378950']}",856592594196975618,1591068512986234883,2022-11-11 14:01:08+00:00,['1591068512986234883'],,1591068512986234883,,"With its many tributaries, the Congo forms the continent’s largest network of navigable #waterways. 

In addition, the #Congo river is the world's deepest recorded #river at 720 feet (220 meters) deep in parts — too deep for light to penetrate. @nytimes 
#NileNovember
#NileBasin https://t.co/1zN4ES9tlr",River
12,{'media_keys': ['3_1591066136111902723']},259545087,1591068240490377217,2022-11-11 14:00:03+00:00,['1591068240490377217'],,1591068240490377217,,"Summer Sunrise @designbyhumans by @Boby_Berto https://t.co/84vYYyjENi
#summer #sun #lanscape #sunrise #river #mountain #trees #sky #tshirt #clothing #lanscape #relax #nature #silhouette #jungle #forest https://t.co/LiqKP9nMPp",River
13,,1159819188153794560,1591067470839746560,2022-11-11 13:57:00+00:00,['1591067470839746560'],,1591067470839746560,,"++-comprate el album panini QATAR 2022 completo electronico
aqui: https://t.co/v5UYXZ36br
 #Atletico #AtleticoMadrid #AtleticoGrau 
#DeportivoCuenca #DeportivoAlaves #deportivocali108años 
#DeportesHOY #River #Boca #BocaCampeonDelMundo 
#BocaJunior #Tucumán #Emelec #millonarios",River
14,{'media_keys': ['3_1591066915908231168']},158146515,1591066924238049280,2022-11-11 13:54:49+00:00,['1591066924238049280'],,1591066924238049280,,"#River LOS CONVOCADOS DEL REAL BETIS | Manuel Pellegrini presentó la lista de convocados para enfrentar al Millonario en el último partido de Marcelo Gallardo. Será el domingo, a las 17, en el Estadio Malvinas Argentinas de Mendoza.

No están Germán Pezzella ni Guido Rodríguez. https://t.co/I8lxhDzkQX",River
15,,1159819188153794560,1591066715655389186,2022-11-11 13:54:00+00:00,['1591066715655389186'],,1591066715655389186,,"+-comprate el album panini QATAR 2022 completo electronico
aqui: https://t.co/v5UYXYLvjT
 #Atletico #AtleticoMadrid #AtleticoGrau 
#DeportivoCuenca #DeportivoAlaves #deportivocali108años 
#DeportesHOY #River #Boca #BocaCampeonDelMundo 
#BocaJunior #Tucumán #Emelec #millonarios",River
16,{'media_keys': ['7_1326701023071756293']},1367551934845120516,1591066094139510784,2022-11-11 13:51:32+00:00,['1591066094139510784'],,1591066094139510784,,"#RIVER | #UnDiaComoHoy

Media copa ya estaba ganada🐙🧤

[📸@FOXSportsArg]

#VamosRiver #RiverCamp #UnDiaComoHoy 
 https://t.co/9TO5uimDKP",River
17,{'media_keys': ['3_1591065382558875648']},1367551934845120516,1591065392889597952,2022-11-11 13:48:44+00:00,['1591065392889597952'],,1591065392889597952,,"#RIVER | #UnDiaComoHoy 

""Y automaticamente vos sacas del medio y empatas"" 

[📸@RiverPlate]

#VamosRiver #RiverCamp #UnDiaComoHoy https://t.co/eVcs5RM21c",River
18,,1191065009155129351,1591065297288822784,2022-11-11 13:48:22+00:00,['1591065297288822784'],,1591065297288822784,,Polémica en #River: cómo quedó el pasto del Monumental tras los recitales de Coldplay https://t.co/thMI72rLLB,River
19,"{'media_keys': ['3_1591064905440006144', '3_1591064908992487429', '3_1591064912352223233', '3_1591064916294868995']}",1438521090939109385,1591064918908112896,2022-11-11 13:46:51+00:00,['1591064918908112896'],,1591064918908112896,,"Aniversario de la primera final de #LaCopaEterna
Partido para la historia: Fue la última final a partido doble de la Libertadores. Gol sacando del medio de Pratto y atajadon de San Armani.
#River #VamosRiver https://t.co/8pyygKjpCA",River
20,,176979194,1591063419393904640,2022-11-11 13:40:54+00:00,['1591063419393904640'],,1591063419393904640,,"#SeViene Micho tiene todo listo para el desafío más grande de su carrera y en Núñez ya lo esperan. Los detalles, en la nota #River #Demichelis #Gallardo #DT 
 https://t.co/7ILYYazFxd",River
21,,3816919516,1591063348975656960,2022-11-11 13:40:37+00:00,['1591063348975656960'],,1591063348975656960,,"#SeViene Micho tiene todo listo para el desafío más grande de su carrera y en Núñez ya lo esperan. Los detalles, en la nota #River #Demichelis #Gallardo #DT 
 https://t.co/dRvfe7CKWF",River
22,,15590302,1591063272551112705,2022-11-11 13:40:19+00:00,['1591063272551112705'],,1591063272551112705,,"Así quedó el césped del Monumental por los recitales: el plan de #River para recuperarlo ⚪🔴

En las redes sociales se viralizó una imagen del estado del campo de juego millonario tras la seguidilla de shows.
https://t.co/9gk2J3Gv5Q",River
23,,978471016589660161,1591063193761116161,2022-11-11 13:40:00+00:00,['1591063193761116161'],,1591063193761116161,,"#SeViene Micho tiene todo listo para el desafío más grande de su carrera y en Núñez ya lo esperan. Los detalles, en la nota #River #Demichelis #Gallardo #DT 
 https://t.co/WDTEdLhXIW",River
24,{'media_keys': ['13_1590476674155487232']},138257539,1591062506348609538,2022-11-11 13:37:16+00:00,['1591062506348609538'],,1591062506348609538,,"Aquí el primer gol de #River a #ColoColo en #ViñadelMar

https://t.co/nI6ZWreVhf

📺 La despedida de Gallardo, este domingo en #StarPlusLA",River
25,,1452730505787551750,1591061878171738112,2022-11-11 13:34:46+00:00,['1591061878171738112'],,1591061878171738112,,Russian Ministry of Defense: All Russian troops in the direction of Kherson have been transferred to the east bank of the Dnieper River - #ministry_of_defense #dnieper_river #dnieper #kherson #ukraine #river #bank #east https://t.co/Q5DG5j2raa,River
26,,172923723,1591061779328557059,2022-11-11 13:34:23+00:00,['1591061779328557059'],,1591061779328557059,,"¿SE QUEDA? 👹

Alex Vigo debería volver a #River, pero tiene posibilidades de seguir en #Independiente 🇦🇹 por la buena relación entre los dirigentes de ambos clubes.

¿Le renovarías al lateral derecho? 🤔

https://t.co/uH7eO7Pygn",River
27,"{'media_keys': ['3_1591061737167618048', '3_1591061748584521737']}",1361240051598962690,1591061763621261312,2022-11-11 13:34:19+00:00,['1591061763621261312'],,1591061763621261312,,"Le dije a mí novia q me hubiese encantado ir al último partido de Gallardo cómo DT. Adivinen que hizo? ❤️‍🩹 
#river #realbetis #gallardoeterno https://t.co/etbVrv9S0D",River
28,{'media_keys': ['7_1591061330395545601']},181293937,1591061354429153280,2022-11-11 13:32:42+00:00,['1591061354429153280'],,1591061354429153280,,"4 años atrás. 
¿Marcelo Gallardo ya sabía que #River iba a salir campeón?

¿Qué recuerdan de esa tarde? https://t.co/vWTT5wrl8C",River
29,{'media_keys': ['3_1591060224193994754']},4899696891,1591060229101232128,2022-11-11 13:28:13+00:00,['1591060229101232128'],,1591060229101232128,,"En la jeta de ellos, en su cancha, en la final más importante de la historia, un Oso, un grito inmortal, un silencio único, un relato bullyinezco, un día hermoso. Gracias Pratto por esta alegría eterna. Ay que alegría, vieja querida...#ModoOso #VamosRiver #River #GloriaEterna https://t.co/yFdoLZmTuI",River
30,{'media_keys': ['3_1591059340336709632']},1581004633023078405,1591059367482494979,2022-11-11 13:24:48+00:00,['1591059367482494979'],,1591059367482494979,,"🚨 #River | Se habla de que Demichelis quiere a Nacho Fernández, y al parecer el jugador quiere volver. Están las condiciones dadas, pero hay que negociar con el Atlético Mineiro.
ℹ️ @javigilnavarroespn
¿Te gustaría que vuelva Nacho? https://t.co/sQgfi2OINo",River
31,{'media_keys': ['3_1591058343946293250']},204552074,1591058356542013447,2022-11-11 13:20:47+00:00,['1591058356542013447'],,1591058356542013447,,"Los 25 futbolistas del #Betis convocados por Manuel Pellegrini para enfrentar a #River el domingo en #Mendoza, en el último partido de #Gallardo como técnico del equipo “millonario”. https://t.co/miiNAUaZ7I",River
32,"{'media_keys': ['3_1591058157559611392', '3_1591058160579579904']}",236226330,1591058162492534789,2022-11-11 13:20:01+00:00,['1591058162492534789'],,1591058162492534789,,"夕闇が迫る頃
#mysky #sky #sorasuki #ソラモノ写真館 #sunset #茜雲 #あかね雲 #川 #川面 #水鏡  #reflection #river https://t.co/sivqStybTx",River
33,"{'media_keys': ['3_1591058060113387520', '3_1591058063183650816', '3_1591058065750491137', '3_1591058068338376704']}",236226330,1591058070893113349,2022-11-11 13:19:39+00:00,['1591058070893113349'],,1591058070893113349,,"夕焼け４
#mysky #sky #sorasuki #ソラモノ写真館 #sunset #茜雲 #あかね雲 #川 #川面 #水鏡  #reflection #river #カーブミラー #カーブミラーのある風景 https://t.co/tskk3yF1Vf",River
34,{'media_keys': ['3_1591055757176410113']},1094599952595120130,1591057693527388161,2022-11-11 13:18:09+00:00,['1591057693527388161'],,1591057693527388161,,"🎙️#River | Mammana en #SuperMitre:
""En lo personal sentí que no fue un mal año, traté de dar lo mejor y ganarme la posibilidad de tener un año más.
Ojalá se de no solo uno sino de muchos años. Me gustaría hacer como hizo Joni Maidana"". https://t.co/cNOgv3CZyO",River
35,{'media_keys': ['3_1591056617612742658']},1503432351065550849,1591056630741110786,2022-11-11 13:13:55+00:00,['1591056630741110786'],,1591056630741110786,,मुळा-मुठा नदी पुनरुज्जीवन प्रकल्प हा पुणे शहराची शान वाढवणारा ठरणार असल्याने त्याला आपण सर्वांनी पाठिंबा देणे गरजेचे आहे. #T20Iworldcup2022 #worldcup #T20WorldCup #MUTHA #mula #river #cricket #T20WC2022 https://t.co/A78HqQpbc1,River
36,"{'media_keys': ['3_1591055392934608897', '3_1591055413767716870', '3_1591055434743513088', '3_1591055455731818501']}",1554660050,1591055476862685184,2022-11-11 13:09:20+00:00,['1591055476862685184'],,1591055476862685184,,"We interrupt your timeline for these beautiful images of the Yangzte River. Enjoy! https://t.co/IObLp0HPpo

#China #Cruises #Yangtze #River #Travel #CenturyCruises #Luxury https://t.co/RMCS9CoxFj",River
37,"{'media_keys': ['3_1591054978709438464', '3_1591054978722025473']}",1701480211,1591055288219893760,2022-11-11 13:08:35+00:00,['1591055288219893760'],,1591055288219893760,,"One of our wonderful staff spotted a greater spotted woodpecker whilst exploring Teesdale Way. Have you spotted a greater spotted woodpecker? Share your photos with us #RiverTeesRediscovered 

#didyouknow #greaterspottedwoodpecker #nature #rivertees #river #teesdaleway #neasham https://t.co/QboajzvSob",River
38,,1191065009155129351,1591054759909199872,2022-11-11 13:06:29+00:00,['1591054759909199872'],,1591054759909199872,,"""Si #River no se apura se va"": el pedido de Juanfer Quintero que podría cambiar su decisión para 2023 https://t.co/zi08LWuCmM",River
39,{'media_keys': ['3_1591054728951173121']},166278599,1591054741509111809,2022-11-11 13:06:25+00:00,['1591054741509111809'],,1591054741509111809,,"#RIVER | Sin Germán Pezzella ni Guido Rodríguez, convocados para disputar la Copa del Mundo con la Selección Argentina, el técnico chileno Manuel Pellegrini dio a conocer la lista de 25 jugadores que Betis (España) llevará a Mendoza para el amistoso del próximo domingo, a las 17. https://t.co/7Ki1whr7i0",River
40,{'media_keys': ['3_1591054476818976768']},889970502743318529,1591054495186055168,2022-11-11 13:05:26+00:00,['1591054495186055168'],,1591054495186055168,,"🔝 ¿FRANCESCOLI LE DA EL GUSTO Y SE CONVIERTE EN REFUERZO DE #RIVER? ""DEMICHELIS LO QUIERE Y YA HABLARON CON...""

Enzo #Francescoli ya busca en el mercado de pases jugadores para Martín #Demichelis y apuntó a un central que quiere el nuevo DT.

👉 https://t.co/5ESXYGnXEN https://t.co/2mcylRPKvm",River
41,,18186050,1591054385152462848,2022-11-11 13:05:00+00:00,['1591054385152462848'],,1591054385152462848,,"Here is a #map showing the major #rivers in North #India and a list with their names, length (km), area, originating from, ending in, and places beneifited.

Click on the link below.
https://t.co/IhgDDVX3kG

#NorthIndia #River #mountains #nature",River
42,,1442161841912700929,1591054299370590209,2022-11-11 13:04:39+00:00,['1591054299370590209'],,1591054299370590209,,"Content analysis:
This article scores 68/100. The complete report can be viewed here: https://t.co/nCUpJ6cqCg
(I'm a bot)

#River #Tesla https://t.co/Y0fgDwCYHO",River
43,{'media_keys': ['3_1591053666886246400']},1094599952595120130,1591053735266242571,2022-11-11 13:02:25+00:00,['1591053735266242571'],,1591053735266242571,,"🎙️#River | Mammana en #SuperMitre:
""Era un año donde tenía que ganarme la oportunidad de renovar un año más, así que traté de dejar lo mejor en cada partido para tener la posibilidad de seguir en este club que tanto quiero, que tanto quise volver"". https://t.co/woniMp4il2",River
44,{'media_keys': ['3_1591053628466499584']},1581004633023078405,1591053659902971906,2022-11-11 13:02:07+00:00,['1591053659902971906'],,1591053659902971906,,Formación de #River para el Metropolitano 1974. https://t.co/Ea69skfhnQ,River
45,,2711352902,1591053614935859200,2022-11-11 13:01:56+00:00,['1591053614935859200'],,1591053614935859200,,"Bridge over a black river.
#river #bridge #snow #ice #winter #nature #aboveview #photography 
https://t.co/akGkGGtlNf",River
46,,2711352902,1591053168435159040,2022-11-11 13:00:10+00:00,['1591053168435159040'],,1591053168435159040,,Bridge over a black river. #river #bridge #snow #ice #winter #nature #aboveview #photographyNarrow Bridge Over A Wide Crevasse - Aerial Photography https://t.co/mztdS66BNJ,River
47,,1191065009155129351,1591052045007527936,2022-11-11 12:55:42+00:00,['1591052045007527936'],,1591052045007527936,,“No se puede asegurar”: Nicolás De la Cruz y una última novedad que sacude a todo #River https://t.co/xso2TDd3CX,River
48,{'media_keys': ['3_1591049686256914432']},753507570,1591051718736822272,2022-11-11 12:54:24+00:00,['1591051718736822272'],,1591051718736822272,,"Todos en ese momento Quisimos ser Lux para abrazar al Oso!  #River 

#AyQueRisaViejaQuerida 11/11/2018
🏆♾ 🤍❤️🤍 https://t.co/jn1vwdXWWQ",River
49,,1442161841912700929,1591051710750941184,2022-11-11 12:54:22+00:00,['1591051710750941184'],,1591051710750941184,,"Content analysis:
This article scores 82/100. The complete report can be viewed here: https://t.co/ACoZ9pcWkn
(I'm a bot)

#Bangladesh #NewsUpdates #Economy #COVID19 #River https://t.co/jV1ozSSrfy",River
50,,1442161841912700929,1591050344884215811,2022-11-11 12:48:57+00:00,['1591050344884215811'],,1591050344884215811,,"Content analysis:
This article scores 47/100. The complete report can be viewed here: https://t.co/Ph7lMpO5s2
(I'm a bot)

#River #BenWhite https://t.co/bqgIlOR56j",River
51,,1318266526768812033,1591048721755955200,2022-11-11 12:42:30+00:00,['1591048721755955200'],,1591048721755955200,,"Atento Potro Gutiérrez: Ramiro Funes Mori dejó en claro su futuro tras un llamado de River Plate

#River #FunesMori #CruzAzul 
 https://t.co/SoZFLeqqux",River
52,,1456228393234493446,1591048658212249602,2022-11-11 12:42:15+00:00,['1591048658212249602'],,1591048658212249602,,#Russian #Defense #Ministry says withdrawal of #troops from #Ukraine's #Kherson #city to eastern bank of #Dnieper #River 'completed' https://t.co/fIGZcstWf4,River
53,{'media_keys': ['3_1591045183562518528']},1579489601076531201,1591045190793691136,2022-11-11 12:28:28+00:00,['1591045190793691136'],{'place_id': '4da6131de9c81dbe'},1591045190793691136,,Flowing river #river #water #nature #NaturePhotography #photo #photography https://t.co/fJCW12iCGV,River
54,{'media_keys': ['7_1591044393322020864']},1288632950930788360,1591044577175429122,2022-11-11 12:26:02+00:00,['1591044577175429122'],,1591044577175429122,,"Sabrina Maldonado es la figura de #Belgrano que jugará la final de la #CopaFederal ⚽.

Las Piratas llevan 4 goles, todos anotados por Sabrina ante Racing, San Lorenzo y Rosario Central.

La final entre Belgrano y #River es el sábado 12 nov a las 15:30 en el 🏟️ de Platense. https://t.co/H3omRK1x5n",River
55,{'media_keys': ['3_1591044361126567937']},1295961955,1591044363475640321,2022-11-11 12:25:11+00:00,['1591044363475640321'],,1591044363475640321,,Buen día gente de #River @Beto10Alonso mi único ídolo https://t.co/EXVwBIQTiM,River
56,,308778581,1591043561373724674,2022-11-11 12:21:59+00:00,['1591043561373724674'],,1591043561373724674,,"☕️ 
#River https://t.co/eMq6SFEPFw via @YouTube",River
57,{'media_keys': ['3_1591042885423697921']},1561440178392252416,1591042898476556288,2022-11-11 12:19:21+00:00,['1591042898476556288'],,1591042898476556288,,"👀 RIVER TIENE UN NUEVO APUNTADO: LA FIGURA QUE DESEA SUMAR DEMICHELIS

El #River de Martín #Demichelis comienza a tomar color, y el joven entrenador empieza a tener en el radar a varias figuras que se encuentran en el exterior.

👉 https://t.co/1NPXUTMQUn https://t.co/GHEVo7LJLS",River
58,,1442161841912700929,1591042767949545485,2022-11-11 12:18:50+00:00,['1591042767949545485'],,1591042767949545485,,"Content analysis:
This article scores 53/100. The complete report can be viewed here: https://t.co/5Ra7kNMs7X
(I'm a bot)

#River #TheCrown https://t.co/66baU7tsQT",River
59,,1191065009155129351,1591040838267990016,2022-11-11 12:11:10+00:00,['1591040838267990016'],,1591040838267990016,,"""Lamenta el fallecimiento"": el comunicado de #River por la tragedia que enluta al fútbol argentino https://t.co/HdlQSV7ABh",River
60,,1442161841912700929,1591040641047449600,2022-11-11 12:10:23+00:00,['1591040641047449600'],,1591040641047449600,,"Content analysis:
This article scores 48/100. The complete report can be viewed here: https://t.co/91oq9hOVKw
(I'm a bot)

#Christmas #River https://t.co/mV35iSXhds",River
61,"{'media_keys': ['3_1591040053278834690', '3_1591040056919457792', '3_1591040060132294663', '3_1591040063319998464']}",236226330,1591040066348285952,2022-11-11 12:08:06+00:00,['1591040066348285952'],,1591040066348285952,,"夕方 彩雲かと思ったら、幻日でした(´▽｀；)ゞ
#mysky #sky #sorasuki #ソラモノ写真館 #sun #sunset #茜雲 #あかね雲 #川 #川面 #水鏡  #reflection #river #幻日 #虹彩現象 #飛行機雲 https://t.co/zFs9EOQsWK",River
62,{'media_keys': ['3_1591024941729726465']},1441338687501987845,1591039996567617537,2022-11-11 12:07:49+00:00,['1591039996567617537'],,1591039996567617537,,"RT @yuhei_photo: John Frosbrug 🌁

#Netherlands #ShotOniPhone #iPhone #photography #photo #beautiful #sunsets #sunsetphotography #lightroom #iPadPro #iPhone14Pro #ShotOnIPhone14Pro #sky #clouds #River #europe #River #landscape #adobe #Apple 

… https://t.co/XhQNT2FmHT",River
63,{'media_keys': ['3_1591039201646084101']},816179828135251968,1591039207895863297,2022-11-11 12:04:41+00:00,['1591039207895863297'],,1591039207895863297,,"晚霞之美，詩情畫意。
📷🍀🌷💙💜💜❤

#travel #river #shoot https://t.co/JU3L0JU8EQ",River
64,,1191065009155129351,1591038634018635778,2022-11-11 12:02:25+00:00,['1591038634018635778'],,1591038634018635778,,¿Sacude el mercado? Martín Demichelis quiere a una figura de la era Gallardo para su #River 2023 https://t.co/knyfRXmvWF,River
65,{'media_keys': ['3_1591031816626262016']},1380497762924457993,1591037019907424257,2022-11-11 11:56:00+00:00,['1591037019907424257'],,1591037019907424257,,#areas #flooded #heavy #rain #river #burst #banks #capetown #capetowntribune #capetownmagz #southafrica #worldnews #viral #latestnews #dailyupdates https://t.co/cCxEuiEuFX,River
66,,224839224,1591036945920032774,2022-11-11 11:55:42+00:00,['1591036945920032774'],,1591036945920032774,,Yo estoy esperando las disculpas a #River x parte de @FedericoBeligoy pero está en Qatar con chiqui 🤷 https://t.co/BMgcokqU55,River
67,,947186607160950784,1591036516247080960,2022-11-11 11:54:00+00:00,['1591036516247080960'],,1591036516247080960,,"Lonely Horse: Contemplating tying a beautiful horse in the river
https://t.co/SnkvNUDZ4d
#horse #nature #art #sunset #river",River
68,{'media_keys': ['3_1591036311112122370']},1489777866023837698,1591036315965030400,2022-11-11 11:53:12+00:00,['1591036315965030400'],,1591036315965030400,,"🚨 Desde #River habrían llamado a Ramiro Funes Mori con la idea de volver. 👉El defensor habría rechazado la propuesta.
ℹ️ @Davoobj https://t.co/kWTgA2pwo5",River
69,{'media_keys': ['3_1591035258866225158']},385559715,1591035262188281858,2022-11-11 11:49:01+00:00,['1591035262188281858'],,1591035262188281858,,"En el río suenan cantos de sirena que en la noche todavía me despiertan.
Antes de ir se hacen y deshacen planes, culpas y cadenas.
Forman un telar que han tejido eternamente Aracne y Atenea

#EnElRio #EnElRío #VetustaMorla @vetustamorla #Madriz #Madrid #Rio #Río #River #Otoño https://t.co/OwMbPrqQxg",River
70,,1038499153,1591034568496365573,2022-11-11 11:46:15+00:00,['1591034568496365573'],,1591034568496365573,,¡Lo nuevo de POLIDEPORTERO! https://t.co/cEbJqa9esO #polideportero #river #boca,River
71,{'media_keys': ['3_1591034134905905153']},1368646180947828739,1591034147665215488,2022-11-11 11:44:35+00:00,['1591034147665215488'],,1591034147665215488,,"📆 #UnDíaComoHoy🗓 hace 4 años 🔙

🏆👊 #River jugaba la final ida de la Copa #Libertadores 2018. Se hacia fuerte en La Boca y levantaba dos veces el resultado, una de ellas sacando del medio gracias a Pratto. 

😉 Empate 2-2 con sabor a triunfo. https://t.co/rJm3SFnBzf",River
72,,15590302,1591032070607880192,2022-11-11 11:36:20+00:00,['1591032070607880192'],,1591032070607880192,,"El arribo de Demichelis, inminente: cuándo lo esperan y cómo serían sus primeros días ⚪🔴

Micho será anunciado como nuevo entrenador de #River en la semana posterior al amistoso con Betis y llegará a Argentina.
https://t.co/E2ZdDYJVmm",River
73,{'media_keys': ['7_1591031786372444161']},1187983787323342850,1591031815950995457,2022-11-11 11:35:19+00:00,['1591031815950995457'],{'place_id': '10bf128b44955000'},1591031815950995457,,"11/11 金曜日！
#ポッキーの日 なので早い者勝ちでポッキー配ります😎笑

と言う訳でオープンしてます！
たくさん飲んで歌って楽しんでいきましょ♡

本日もよろしくお願いします🤲🏻

℡0226-25-7260
#River #BAR
#ラーメン #飲み放題 #カラオケ
#気仙沼 #南町 #紫神社前商店街 https://t.co/4Oxwj8pUOT",River
74,{'media_keys': ['3_1591031450710818817']},223860814,1591031463335841794,2022-11-11 11:33:55+00:00,['1591031463335841794'],,1591031463335841794,,"Los inquilinos de los departamentos que se ven en la imagen, nunca imaginaron que desde sus propios balcones iban a vivir su peor tragedia en los 10 segundos posteriores!
Inédito!
Ocurrió en una final de Libertadores!
11/11/2018
#River https://t.co/40rF3Bw3LF",River
75,{'media_keys': ['3_1591027654353879042']},1581004633023078405,1591027697689718784,2022-11-11 11:18:57+00:00,['1591027697689718784'],,1591027697689718784,,“Llegó a un acuerdo”: Martín Demichelis oficializó su salida del Bayern y se conoció cuándo asume en #River https://t.co/RM8ZC953vx https://t.co/ImRHuV5jCc,River
76,{'media_keys': ['3_1591027625883049984']},159678684,1591027630236930048,2022-11-11 11:18:41+00:00,['1591027630236930048'],,1591027630236930048,,"Nous avons eu le plaisir d’immortaliser la soirée annuelle d’Outbrain lors d’une très belle croisière sur la Seine.

#outbrain #event #evenementiel #soiree #bateau #boat #paris #river #seine #riversking #night #institutionnal #evening #croisiere #cruiseship https://t.co/pk6YDy3Aqn",River
77,{'media_keys': ['3_1591025665129824257']},1581004633023078405,1591025692468473858,2022-11-11 11:10:59+00:00,['1591025692468473858'],,1591025692468473858,,#River ¡Bombazo de mercado! El ex Más Grande que podría reencontrarse con Julián Álvarez https://t.co/IJgHpuOAtn https://t.co/5UrCw3xSWI,River
78,{'media_keys': ['3_1591025327928537090']},2270205108,1591025618346708993,2022-11-11 11:10:41+00:00,['1591025618346708993'],,1591025618346708993,,"मां नर्मदा को स्वच्छ रखने के लिए पैसे खर्च किए जाते हैं, पौधारोपण किया जाता है। उसके बाद विफल नीतियों की वजह से लगातार मां नर्मदा में गंदा पानी जाता रहता है। ऐसी व्यवस्था क्यों ?
#मप्र_व्यवस्था_परिवर्तन_2023
#मप्र_व्यवस्था_परिवर्तन
#मप्र_मांगे_बदलाव #narmadariver 
#narmada #River https://t.co/86gB2sy6aV",River
79,"{'media_keys': ['3_1591025194780557315', '3_1591025215596904454', '3_1591025236580999169', '3_1591025257569288192']}",1554660050,1591025278884933632,2022-11-11 11:09:20+00:00,['1591025278884933632'],,1591025278884933632,,"Who says healthy #food can’t be inspiring? Ours is magnificent, freshly prepared and expertly cooked by international chefs! https://t.co/mk5LBMgyFu

#China #Cruises #Yangtze #River #Travel #CenturyCruises #Luxury #Food https://t.co/qRJUlNUrav",River
80,{'media_keys': ['3_1591024941729726465']},1329322735202398208,1591024949644636160,2022-11-11 11:08:02+00:00,['1591024949644636160'],,1591024949644636160,,"John Frosbrug 🌁

#Netherlands #ShotOniPhone #iPhone #photography #photo #beautiful #sunsets #sunsetphotography #lightroom #iPadPro #iPhone14Pro #ShotOnIPhone14Pro #sky #clouds #River #europe #River #landscape #adobe #Apple 

https://t.co/lkKIOSoRh4 https://t.co/7JYIITTnOY",River
81,"{'media_keys': ['3_1591024106153156608', '3_1591024115632275457']}",343531385,1591024120460115968,2022-11-11 11:04:44+00:00,['1591024120460115968'],,1591024120460115968,,"CÓMO TE VAN A HACER UN GOL SACANDO DEL MEDIO?!!! 😂😂

⚪🔴⚪ #RIVER https://t.co/TrftYtdtHJ",River
82,{'media_keys': ['3_1591023028196020225']},1588537156728922114,1591023033443307520,2022-11-11 11:00:25+00:00,['1591023033443307520'],,1591023033443307520,,"A city made out of cheese, with a river of milk running through it
 #city #cheese #river #milk #aiart #aigeneratedart https://t.co/xFoH03BMPb",River
